Region,Product,Sales,CustomerID,EmployeeName
North,Phone,6986,14177,David
East,Laptop,1755,14178,David
South,Phone,3160,14179,Charlie
East,Laptop,9734,14180,Bob
East,Laptop,4952,14181,Charlie
North,Phone,7602,14182,Bob
East,Phone,4676,14183,Emma
East,Tablet,4186,14184,Alice
West,Laptop,5737,14185,Charlie
West,Phone,8161,14186,David
South,Tablet,1290,14187,Bob
West,Tablet,8916,14188,Alice
West,Phone,3534,14189,Alice
West,Laptop,725,14190,Charlie
West,Tablet,5848,14191,David
North,Laptop,6966,14192,Charlie
West,Laptop,3679,14193,David
North,Tablet,9503,14194,Emma
North,Phone,4723,14195,Charlie
West,Laptop,8020,14196,Bob
East,Headphones,4566,14197,Charlie
North,Phone,4862,14198,Charlie
East,Tablet,5523,14199,Emma
East,Headphones,4809,14200,Emma
West,Laptop,746,14201,Charlie
South,Phone,6237,14202,David
West,Headphones,2118,14203,Emma
South,Phone,9112,14204,Emma
South,Laptop,5660,14205,David
West,Phone,1871,14206,Alice
West,Headphones,8228,14207,Emma
South,Phone,4738,14208,Emma
West,Tablet,3112,14209,David
South,Tablet,2580,14210,David
East,Headphones,6419,14211,Charlie
West,Phone,4824,14212,Charlie
East,Headphones,8297,14213,Alice
North,Phone,3235,14214,Alice
East,Laptop,6583,14215,Alice
East,Tablet,7852,14216,Bob
South,Laptop,9521,14217,David
East,Phone,3558,14218,Emma
West,Laptop,9541,14219,David
South,Headphones,5834,14220,David
North,Headphones,1653,14221,Alice
West,Phone,5440,14222,David
North,Tablet,3579,14223,Bob
East,Headphones,902,14224,Emma
West,Tablet,3475,14225,Alice
West,Phone,8036,14226,Charlie
North,Tablet,6419,14227,Emma
West,Phone,7260,14228,Charlie
West,Laptop,1480,14229,Charlie
West,Phone,7180,14230,David
East,Laptop,2884,14231,Emma
North,Phone,9490,14232,Bob
West,Headphones,1866,14233,David
South,Headphones,3438,14234,Charlie
South,Tablet,1762,14235,Emma
South,Phone,8159,14236,David
South,Phone,6687,14237,Emma
East,Phone,8995,14238,Alice
West,Tablet,2816,14239,Bob
North,Headphones,8409,14240,Bob
West,Phone,1421,14241,Bob
East,Tablet,7614,14242,Charlie
South,Phone,7074,14243,Charlie
East,Laptop,9112,14244,Bob
West,Phone,6029,14245,Emma
North,Laptop,4309,14246,Alice
East,Tablet,1666,14247,Charlie
North,Tablet,9231,14248,David
East,Headphones,6768,14249,David
North,Phone,5831,14250,Charlie
North,Tablet,5529,14251,Bob
South,Headphones,1960,14252,Emma
North,Phone,5187,14253,Alice
South,Tablet,5857,14254,David
West,Laptop,5239,14255,Charlie
West,Tablet,827,14256,Emma
South,Laptop,5738,14257,Bob
South,Headphones,9043,14258,Alice
East,Headphones,5632,14259,Alice
East,Phone,5232,14260,David
East,Phone,4408,14261,David
West,Phone,5791,14262,Charlie
East,Headphones,8925,14263,Alice
North,Laptop,3622,14264,Bob
North,Phone,5376,14265,Bob
East,Phone,3228,14266,Charlie
North,Headphones,9624,14267,Alice
West,Laptop,8495,14268,David
North,Tablet,2323,14269,Bob
West,Phone,4000,14270,Emma
South,Tablet,4573,14271,Charlie
South,Tablet,9552,14272,Bob
South,Phone,1730,14273,Emma
South,Headphones,4895,14274,Emma
North,Phone,6551,14275,Bob
East,Laptop,1976,14276,Charlie
North,Laptop,2523,14277,Emma
West,Phone,3096,14278,Emma
North,Tablet,8340,14279,Alice
North,Laptop,7621,14280,Alice
West,Laptop,2930,14281,Alice
South,Phone,8454,14282,Emma
South,Phone,7443,14283,Emma
South,Headphones,1033,14284,Charlie
East,Phone,1756,14285,David
West,Phone,2157,14286,Alice
West,Laptop,9844,14287,David
North,Laptop,2252,14288,Alice
East,Laptop,7213,14289,Alice
South,Tablet,3478,14290,Charlie
East,Laptop,4832,14291,Charlie
West,Laptop,4153,14292,Bob
West,Phone,3513,14293,Alice
North,Headphones,9392,14294,Alice
North,Laptop,8152,14295,Alice
West,Headphones,7600,14296,Charlie
South,Laptop,5366,14297,Alice
South,Laptop,2264,14298,Bob
East,Headphones,1622,14299,Emma
West,Phone,4330,14300,Bob
West,Laptop,7200,14301,Emma
South,Headphones,3458,14302,Charlie
South,Laptop,2040,14303,David
West,Tablet,9214,14304,Charlie
North,Tablet,5967,14305,David
West,Tablet,7553,14306,Emma
West,Tablet,6170,14307,David
South,Phone,2238,14308,Emma
South,Tablet,4689,14309,David
North,Headphones,3033,14310,Emma
North,Laptop,5769,14311,David
East,Headphones,9190,14312,Emma
West,Tablet,2918,14313,Bob
South,Phone,5576,14314,Alice
North,Tablet,984,14315,Bob
East,Tablet,1164,14316,Charlie
East,Phone,3954,14317,David
South,Phone,1127,14318,Emma
South,Phone,9423,14319,Bob
East,Phone,4787,14320,Bob
North,Phone,9936,14321,Emma
East,Phone,5666,14322,David
West,Laptop,4374,14323,Charlie
West,Tablet,9831,14324,Charlie
South,Tablet,5040,14325,Charlie
North,Phone,7976,14326,Emma
North,Headphones,1207,14327,Bob
West,Phone,9124,14328,Charlie
East,Laptop,9164,14329,Bob
South,Headphones,547,14330,Charlie
East,Laptop,2414,14331,Charlie
East,Headphones,1605,14332,David
East,Headphones,3680,14333,Emma
North,Phone,9049,14334,David
West,Laptop,1067,14335,Bob
North,Headphones,9171,14336,Bob
West,Laptop,1366,14337,Emma
South,Phone,1528,14338,Charlie
South,Phone,2313,14339,Emma
East,Phone,4228,14340,Charlie
West,Phone,6013,14341,Alice
West,Tablet,4026,14342,Alice
West,Headphones,5303,14343,Emma
East,Tablet,7069,14344,Alice
East,Phone,1550,14345,Alice
South,Headphones,8818,14346,Bob
North,Headphones,6778,14347,Charlie
West,Laptop,2152,14348,Alice
West,Phone,8699,14349,David
North,Tablet,5208,14350,Bob
West,Laptop,9976,14351,Charlie
East,Headphones,5818,14352,Bob
East,Tablet,6359,14353,David
West,Phone,7115,14354,Charlie
East,Tablet,8870,14355,Emma
East,Tablet,7093,14356,Emma
West,Tablet,4095,14357,Bob
South,Laptop,5410,14358,Emma
North,Headphones,3754,14359,Charlie
East,Tablet,4953,14360,David
South,Headphones,2923,14361,David
East,Laptop,8608,14362,Emma
East,Phone,5297,14363,Alice
North,Phone,7481,14364,Alice
East,Tablet,8437,14365,Alice
North,Laptop,7181,14366,Emma
North,Phone,5377,14367,Emma
North,Laptop,4677,14368,Emma
South,Laptop,3929,14369,Charlie
West,Tablet,684,14370,Alice
South,Tablet,3633,14371,Bob
West,Laptop,5478,14372,Charlie
West,Laptop,9198,14373,Charlie
North,Tablet,6637,14374,Emma
East,Laptop,2432,14375,Emma
North,Tablet,6674,14376,Charlie
East,Headphones,5912,14377,Emma
West,Laptop,1696,14378,Alice
North,Tablet,5747,14379,Charlie
East,Laptop,4681,14380,Charlie
South,Tablet,1838,14381,Charlie
East,Laptop,6671,14382,Emma
North,Phone,3120,14383,Charlie
South,Phone,7046,14384,Bob
East,Laptop,9374,14385,Bob
East,Phone,6431,14386,Alice
East,Laptop,2229,14387,Charlie
East,Laptop,518,14388,Charlie
East,Headphones,6471,14389,Emma
South,Headphones,964,14390,David
West,Phone,9382,14391,David
South,Headphones,9702,14392,Charlie
South,Headphones,5810,14393,Alice
South,Laptop,8579,14394,Bob
West,Tablet,4520,14395,Charlie
North,Laptop,662,14396,Charlie
West,Headphones,794,14397,Alice
South,Laptop,9270,14398,Alice
East,Phone,7740,14399,David
East,Tablet,7344,14400,Charlie
South,Headphones,2085,14401,Charlie
East,Headphones,3880,14402,Emma
South,Laptop,5927,14403,Bob
East,Laptop,7312,14404,Emma
West,Laptop,694,14405,Emma
North,Laptop,9533,14406,Bob
North,Headphones,6843,14407,Charlie
West,Laptop,3431,14408,David
West,Headphones,7541,14409,Bob
South,Laptop,6199,14410,Alice
South,Tablet,9137,14411,Charlie
South,Tablet,8771,14412,Bob
East,Laptop,5340,14413,Bob
South,Laptop,8136,14414,Bob
West,Phone,2360,14415,David
North,Tablet,6061,14416,Emma
East,Headphones,1430,14417,Emma
South,Tablet,2434,14418,Bob
East,Headphones,4867,14419,Bob
East,Laptop,2671,14420,Emma
South,Tablet,3794,14421,David
East,Tablet,5247,14422,Charlie
North,Phone,4892,14423,Emma
West,Phone,5738,14424,Bob
West,Tablet,3334,14425,David
North,Tablet,7616,14426,David
East,Tablet,3428,14427,Bob
South,Headphones,7925,14428,Alice
East,Laptop,6250,14429,David
North,Phone,6994,14430,Emma
East,Laptop,2172,14431,Alice
West,Phone,8690,14432,Charlie
East,Phone,7944,14433,Emma
North,Phone,4850,14434,Bob
West,Tablet,1787,14435,Alice
East,Phone,7110,14436,Emma
East,Laptop,9750,14437,David
West,Phone,9293,14438,Bob
South,Laptop,7383,14439,Alice
West,Phone,5687,14440,David
South,Phone,630,14441,Bob
North,Tablet,8544,14442,Bob
North,Laptop,8802,14443,Alice
West,Phone,3234,14444,Alice
West,Phone,9522,14445,Alice
North,Laptop,9357,14446,Emma
South,Phone,1566,14447,Bob
North,Headphones,5470,14448,Charlie
West,Tablet,4288,14449,David
North,Laptop,1817,14450,Alice
West,Tablet,784,14451,Bob
West,Headphones,7466,14452,David
North,Headphones,8294,14453,Charlie
South,Headphones,4614,14454,David
East,Laptop,547,14455,Charlie
North,Headphones,6638,14456,Alice
East,Laptop,5361,14457,Emma
North,Laptop,3759,14458,Charlie
East,Phone,8342,14459,Alice
South,Laptop,3915,14460,David
South,Headphones,6950,14461,David
North,Laptop,9259,14462,David
West,Laptop,6664,14463,Emma
East,Tablet,8287,14464,Bob
West,Headphones,4565,14465,Charlie
West,Laptop,581,14466,Bob
West,Phone,3505,14467,David
South,Laptop,8908,14468,Emma
North,Laptop,834,14469,Alice
North,Tablet,9250,14470,Emma
South,Headphones,9565,14471,Bob
South,Headphones,9444,14472,David
North,Phone,9285,14473,Charlie
West,Phone,7568,14474,Emma
East,Phone,4397,14475,Bob
East,Laptop,8458,14476,Bob
East,Laptop,8601,14477,Alice
West,Phone,5148,14478,Charlie
North,Headphones,1282,14479,Bob
South,Headphones,4086,14480,Charlie
North,Phone,4294,14481,David
West,Tablet,9675,14482,Emma
South,Headphones,6097,14483,Bob
West,Headphones,7550,14484,David
East,Phone,5551,14485,Alice
East,Headphones,1242,14486,Charlie
West,Laptop,5044,14487,David
South,Laptop,4855,14488,Charlie
South,Headphones,4108,14489,Charlie
North,Laptop,3771,14490,Bob
East,Tablet,3010,14491,Charlie
North,Headphones,8785,14492,David
North,Phone,6555,14493,Alice
West,Laptop,1875,14494,Bob
West,Tablet,9823,14495,Emma
North,Tablet,3016,14496,Alice
East,Laptop,6738,14497,David
West,Tablet,590,14498,Bob
North,Headphones,1979,14499,Charlie
North,Tablet,1454,14500,Alice
North,Laptop,8714,14501,Bob
North,Tablet,3805,14502,Emma
North,Laptop,2221,14503,Emma
North,Laptop,5952,14504,Emma
West,Tablet,3047,14505,Bob
East,Laptop,5423,14506,Alice
North,Laptop,688,14507,Charlie
South,Phone,959,14508,Alice
West,Headphones,2736,14509,Charlie
West,Laptop,4946,14510,Alice
North,Headphones,1080,14511,Alice
West,Phone,2661,14512,Bob
North,Phone,5215,14513,Emma
East,Phone,6397,14514,Emma
East,Phone,3402,14515,Emma
West,Headphones,9164,14516,Emma
West,Tablet,1358,14517,Alice
South,Tablet,2940,14518,Emma
West,Headphones,2212,14519,Alice
South,Laptop,1015,14520,Charlie
East,Headphones,7855,14521,David
East,Laptop,1875,14522,David
North,Laptop,7184,14523,Charlie
East,Tablet,4169,14524,Alice
South,Phone,2890,14525,Emma
West,Tablet,3762,14526,Bob
North,Tablet,5138,14527,Alice
South,Headphones,3366,14528,Alice
West,Headphones,8348,14529,Charlie
North,Laptop,9751,14530,Charlie
East,Headphones,9448,14531,Bob
South,Laptop,3995,14532,Emma
West,Laptop,6994,14533,David
North,Phone,687,14534,Emma
North,Phone,5078,14535,Emma
East,Tablet,8593,14536,Alice
West,Phone,3214,14537,Bob
East,Laptop,7908,14538,Alice
East,Headphones,795,14539,Charlie
West,Phone,4033,14540,David
West,Phone,4640,14541,Bob
West,Phone,4542,14542,Bob
South,Phone,4770,14543,Emma
West,Laptop,3551,14544,Alice
North,Laptop,5965,14545,Emma
East,Tablet,8233,14546,Emma
South,Headphones,6505,14547,Bob
West,Tablet,6370,14548,David
South,Tablet,4404,14549,Charlie
West,Phone,2761,14550,Emma
South,Headphones,1920,14551,David
East,Phone,7193,14552,Emma
East,Laptop,8796,14553,David
North,Tablet,978,14554,Alice
North,Headphones,6018,14555,Charlie
West,Laptop,7077,14556,Bob
East,Tablet,7285,14557,Alice
South,Headphones,9384,14558,Emma
South,Tablet,3538,14559,Emma
South,Headphones,693,14560,Charlie
North,Tablet,558,14561,Charlie
South,Phone,2386,14562,Charlie
North,Tablet,5073,14563,Emma
North,Tablet,5722,14564,Emma
West,Headphones,3080,14565,Bob
South,Headphones,5144,14566,Charlie
South,Phone,8123,14567,David
East,Headphones,720,14568,Bob
West,Tablet,1375,14569,David
East,Headphones,1696,14570,Alice
West,Headphones,3209,14571,Charlie
South,Headphones,3231,14572,Bob
North,Phone,835,14573,Bob
North,Phone,8916,14574,Alice
North,Laptop,7514,14575,Alice
North,Phone,1747,14576,Alice
North,Phone,8680,14577,Bob
East,Phone,4457,14578,Emma
West,Tablet,7611,14579,David
South,Laptop,5089,14580,David
East,Tablet,2386,14581,Alice
West,Phone,810,14582,Emma
North,Phone,2104,14583,Emma
West,Laptop,6159,14584,Alice
West,Laptop,4482,14585,Charlie
North,Headphones,9060,14586,Bob
North,Phone,4046,14587,Charlie
North,Phone,5341,14588,Emma
South,Tablet,6674,14589,Alice
North,Headphones,5851,14590,Bob
South,Phone,8517,14591,David
North,Tablet,1497,14592,Emma
South,Laptop,996,14593,Bob
West,Tablet,6185,14594,Bob
East,Phone,1463,14595,Charlie
West,Tablet,1698,14596,David
West,Tablet,6410,14597,Charlie
North,Headphones,5984,14598,Charlie
South,Headphones,1076,14599,Charlie
East,Laptop,3660,14600,Charlie
North,Headphones,553,14601,Emma
North,Tablet,728,14602,David
North,Headphones,9470,14603,Charlie
West,Phone,1484,14604,Emma
South,Tablet,9160,14605,Emma
South,Tablet,2967,14606,Bob
East,Tablet,1031,14607,Bob
South,Phone,8528,14608,Alice
South,Tablet,1061,14609,Emma
North,Headphones,589,14610,Alice
North,Phone,6235,14611,Emma
West,Tablet,3645,14612,Charlie
North,Headphones,1792,14613,Charlie
North,Headphones,4610,14614,Alice
North,Laptop,7996,14615,Charlie
North,Headphones,8059,14616,Charlie
West,Headphones,4281,14617,Bob
North,Laptop,4567,14618,Charlie
East,Laptop,4005,14619,Bob
East,Phone,2891,14620,David
East,Headphones,1718,14621,Emma
East,Phone,5655,14622,Bob
North,Phone,2752,14623,Bob
East,Tablet,4391,14624,Bob
North,Phone,1275,14625,Emma
West,Phone,5729,14626,Emma
East,Phone,8916,14627,Emma
South,Phone,8053,14628,Charlie
East,Laptop,563,14629,Bob
East,Headphones,2287,14630,Emma
North,Tablet,7591,14631,David
East,Laptop,5556,14632,Emma
South,Tablet,8569,14633,Alice
North,Tablet,4415,14634,Alice
North,Laptop,592,14635,Bob
West,Phone,2177,14636,Bob
West,Laptop,6008,14637,Bob
East,Tablet,6230,14638,Charlie
West,Tablet,4364,14639,Alice
West,Phone,5436,14640,Alice
West,Laptop,1901,14641,Bob
North,Headphones,2106,14642,Alice
North,Tablet,1397,14643,Alice
North,Laptop,5087,14644,Charlie
West,Phone,4213,14645,David
North,Phone,3631,14646,Bob
West,Headphones,2032,14647,David
North,Tablet,7035,14648,David
North,Headphones,7786,14649,Charlie
South,Headphones,2298,14650,Alice
East,Headphones,8662,14651,Bob
West,Headphones,1851,14652,Emma
South,Phone,7551,14653,David
North,Tablet,7358,14654,David
West,Headphones,1098,14655,Charlie
North,Tablet,2544,14656,David
East,Phone,758,14657,David
South,Phone,5071,14658,David
East,Laptop,8503,14659,Charlie
South,Laptop,7468,14660,Alice
North,Tablet,6676,14661,David
East,Laptop,7542,14662,Bob
East,Headphones,9079,14663,David
North,Tablet,1297,14664,David
East,Phone,6213,14665,Bob
West,Phone,7811,14666,Charlie
South,Headphones,4520,14667,Emma
South,Laptop,6411,14668,Bob
South,Tablet,4454,14669,Emma
West,Tablet,4812,14670,Alice
South,Headphones,9480,14671,Alice
North,Laptop,6139,14672,David
East,Tablet,6679,14673,David
West,Headphones,7279,14674,Charlie
South,Tablet,2556,14675,Emma
North,Phone,9755,14676,Alice
East,Tablet,7602,14677,Alice
East,Tablet,7144,14678,David
West,Tablet,6285,14679,David
West,Laptop,1947,14680,Charlie
West,Laptop,1014,14681,David
North,Headphones,2413,14682,David
North,Laptop,2451,14683,Charlie
West,Tablet,6070,14684,David
South,Tablet,9465,14685,David
East,Laptop,828,14686,David
East,Laptop,9485,14687,Emma
North,Tablet,9653,14688,Alice
East,Tablet,7013,14689,Bob
South,Phone,6473,14690,Alice
East,Headphones,1910,14691,Emma
North,Laptop,8214,14692,Bob
North,Headphones,1637,14693,Alice
South,Tablet,5166,14694,Charlie
South,Headphones,5657,14695,Emma
East,Laptop,2068,14696,Charlie
East,Laptop,4972,14697,Charlie
North,Headphones,8066,14698,Alice
South,Laptop,3774,14699,Bob
South,Phone,3773,14700,David
South,Tablet,6743,14701,David
East,Tablet,3969,14702,Emma
South,Laptop,6432,14703,Charlie
North,Tablet,7064,14704,Emma
North,Phone,5862,14705,Alice
East,Laptop,5136,14706,Charlie
West,Phone,5846,14707,David
East,Phone,1736,14708,Alice
West,Tablet,4708,14709,Alice
South,Tablet,4968,14710,Emma
East,Headphones,2846,14711,Emma
North,Phone,1542,14712,Bob
South,Tablet,5266,14713,David
North,Phone,4606,14714,David
South,Headphones,8699,14715,Emma
East,Phone,7820,14716,David
West,Laptop,4231,14717,David
South,Headphones,7802,14718,Alice
West,Headphones,5992,14719,Charlie
South,Phone,960,14720,Charlie
North,Phone,2802,14721,Bob
North,Tablet,3133,14722,Charlie
South,Laptop,861,14723,David
West,Headphones,5993,14724,Alice
East,Headphones,7646,14725,Charlie
East,Headphones,1287,14726,David
North,Tablet,708,14727,David
East,Laptop,8958,14728,Emma
North,Headphones,5592,14729,Emma
East,Headphones,1053,14730,Charlie
South,Tablet,8525,14731,Emma
North,Phone,5016,14732,David
North,Headphones,6951,14733,David
South,Laptop,9810,14734,Emma
North,Laptop,2013,14735,Alice
East,Laptop,7925,14736,Emma
East,Laptop,5851,14737,Alice
North,Tablet,7249,14738,Emma
East,Headphones,7505,14739,David
West,Tablet,8912,14740,David
North,Laptop,2844,14741,Emma
South,Laptop,7654,14742,Bob
West,Laptop,2471,14743,Alice
North,Tablet,4938,14744,Bob
South,Laptop,5824,14745,David
East,Headphones,9583,14746,Alice
South,Laptop,6169,14747,Emma
West,Headphones,5661,14748,Alice
East,Headphones,1705,14749,Alice
North,Laptop,9910,14750,Charlie
East,Tablet,2355,14751,Alice
North,Phone,2499,14752,David
North,Phone,2935,14753,Bob
South,Headphones,7280,14754,Bob
South,Tablet,3598,14755,Emma
South,Phone,3886,14756,Charlie
West,Laptop,5940,14757,Bob
West,Laptop,6936,14758,Bob
South,Headphones,2277,14759,Alice
West,Tablet,7903,14760,David
East,Tablet,7358,14761,David
East,Phone,3439,14762,Emma
West,Phone,1338,14763,David
West,Laptop,6225,14764,Bob
East,Headphones,5259,14765,Alice
North,Tablet,5360,14766,David
East,Phone,3638,14767,Charlie
East,Phone,675,14768,Charlie
West,Headphones,5105,14769,Charlie
East,Headphones,3662,14770,David
West,Laptop,3252,14771,Alice
West,Headphones,9881,14772,David
South,Laptop,1337,14773,Bob
East,Laptop,8345,14774,David
North,Headphones,3233,14775,Charlie
South,Headphones,8188,14776,Charlie
West,Headphones,5706,14777,Alice
West,Headphones,3153,14778,Emma
North,Headphones,6640,14779,Charlie
West,Laptop,7719,14780,Charlie
East,Phone,3849,14781,Emma
South,Tablet,3810,14782,David
West,Tablet,5180,14783,Charlie
West,Laptop,2886,14784,Alice
North,Laptop,5691,14785,David
East,Phone,873,14786,David
West,Headphones,5175,14787,Charlie
North,Laptop,1761,14788,David
West,Tablet,8133,14789,David
North,Headphones,8812,14790,Alice
North,Laptop,6032,14791,David
East,Headphones,6342,14792,Charlie
West,Tablet,4345,14793,Charlie
East,Headphones,3384,14794,Emma
North,Laptop,4638,14795,Bob
South,Laptop,6123,14796,Emma
West,Tablet,2619,14797,Alice
South,Phone,8216,14798,Alice
West,Phone,990,14799,Charlie
East,Headphones,3545,14800,Bob
East,Laptop,882,14801,Emma
East,Laptop,1304,14802,Bob
East,Tablet,6085,14803,Charlie
East,Tablet,9869,14804,David
South,Laptop,2717,14805,Charlie
East,Tablet,9987,14806,Charlie
North,Phone,9609,14807,Bob
North,Phone,7777,14808,Alice
South,Headphones,7094,14809,David
West,Tablet,7286,14810,David
North,Headphones,6666,14811,Alice
West,Tablet,2914,14812,Bob
South,Tablet,1150,14813,Bob
West,Phone,8669,14814,Alice
West,Laptop,5415,14815,Emma
West,Tablet,3698,14816,Bob
West,Tablet,1441,14817,Alice
South,Tablet,9232,14818,Emma
North,Laptop,6305,14819,Charlie
East,Headphones,4227,14820,David
West,Headphones,3029,14821,Alice
North,Tablet,1702,14822,Bob
North,Tablet,5464,14823,David
South,Headphones,1150,14824,Emma
North,Headphones,3506,14825,David
South,Phone,3404,14826,Alice
West,Tablet,9005,14827,Charlie
West,Headphones,4614,14828,Emma
East,Phone,9875,14829,Emma
East,Laptop,621,14830,Emma
East,Tablet,7103,14831,David
North,Headphones,8860,14832,Charlie
West,Tablet,4182,14833,Alice
South,Phone,5224,14834,Alice
East,Headphones,4621,14835,David
South,Laptop,7364,14836,Alice
South,Laptop,7894,14837,Alice
East,Phone,2229,14838,Charlie
West,Laptop,6452,14839,David
East,Laptop,5629,14840,David
South,Laptop,1618,14841,Emma
East,Laptop,2668,14842,Alice
South,Laptop,8168,14843,Bob
South,Laptop,1550,14844,Charlie
East,Laptop,9396,14845,Charlie
North,Headphones,7140,14846,Bob
East,Laptop,3399,14847,Emma
North,Headphones,3707,14848,Bob
South,Tablet,9398,14849,Bob
South,Phone,8174,14850,Emma
North,Laptop,4332,14851,Bob
South,Phone,2508,14852,Emma
North,Laptop,5221,14853,Alice
North,Headphones,1566,14854,Emma
South,Laptop,8787,14855,David
West,Tablet,2418,14856,David
North,Phone,9957,14857,Bob
East,Phone,8931,14858,David
East,Tablet,1827,14859,Emma
South,Headphones,6710,14860,Alice
West,Headphones,7948,14861,Emma
South,Tablet,7859,14862,Charlie
West,Phone,1642,14863,Bob
North,Laptop,3723,14864,Alice
North,Headphones,4348,14865,Bob
North,Laptop,1915,14866,Charlie
North,Phone,6874,14867,David
East,Laptop,1260,14868,Charlie
East,Tablet,4142,14869,David
South,Headphones,2052,14870,Bob
West,Headphones,1362,14871,Bob
North,Tablet,9847,14872,Bob
North,Tablet,9048,14873,Emma
West,Headphones,7709,14874,Alice
West,Headphones,1828,14875,Emma
South,Headphones,1529,14876,Charlie
West,Phone,2876,14877,Alice
North,Phone,3741,14878,Bob
North,Phone,3640,14879,Bob
North,Laptop,1381,14880,Bob
North,Phone,9230,14881,David
North,Headphones,4057,14882,Charlie
South,Phone,7563,14883,Emma
North,Headphones,2696,14884,Charlie
South,Tablet,2450,14885,David
North,Laptop,6437,14886,David
East,Laptop,3663,14887,Charlie
East,Tablet,4963,14888,David
East,Headphones,4507,14889,Alice
East,Laptop,5175,14890,Bob
South,Phone,5251,14891,Emma
South,Headphones,6719,14892,David
West,Laptop,8918,14893,Emma
North,Tablet,8030,14894,Bob
East,Headphones,8235,14895,Charlie
South,Laptop,9283,14896,Bob
North,Tablet,2575,14897,Emma
North,Headphones,8272,14898,Alice
South,Phone,2522,14899,Charlie
East,Headphones,2578,14900,David
West,Phone,7894,14901,Alice
North,Headphones,7513,14902,Bob
West,Tablet,3821,14903,Emma
East,Phone,6511,14904,Emma
East,Phone,2936,14905,Emma
West,Headphones,7587,14906,Bob
East,Laptop,3859,14907,Charlie
North,Phone,2230,14908,David
West,Headphones,4162,14909,Alice
East,Tablet,5610,14910,Bob
West,Headphones,7118,14911,Emma
North,Headphones,7399,14912,David
East,Phone,1529,14913,Emma
North,Laptop,911,14914,Bob
East,Tablet,2481,14915,Emma
South,Phone,9353,14916,Bob
East,Phone,3970,14917,Emma
West,Phone,1805,14918,Bob
East,Tablet,5180,14919,Emma
North,Laptop,5095,14920,David
North,Tablet,1315,14921,David
East,Tablet,6112,14922,Emma
West,Laptop,2537,14923,Emma
South,Tablet,5375,14924,Bob
West,Headphones,7586,14925,Bob
South,Tablet,1649,14926,Bob
North,Phone,6908,14927,Charlie
West,Tablet,506,14928,Emma
South,Phone,1936,14929,Emma
East,Tablet,3750,14930,Emma
North,Phone,8163,14931,Emma
East,Phone,1194,14932,Bob
North,Phone,5587,14933,Bob
West,Laptop,3799,14934,Charlie
West,Tablet,5343,14935,Bob
North,Tablet,8237,14936,Emma
North,Headphones,5452,14937,Emma
North,Headphones,5547,14938,Alice
West,Headphones,8342,14939,Bob
South,Tablet,525,14940,Alice
East,Laptop,5047,14941,Emma
East,Phone,2653,14942,Bob
West,Tablet,8519,14943,Emma
East,Laptop,3989,14944,Alice
North,Laptop,9023,14945,Alice
South,Tablet,5661,14946,David
East,Phone,1144,14947,David
South,Laptop,2352,14948,Bob
North,Tablet,8223,14949,Bob
East,Phone,4630,14950,Bob
West,Headphones,4084,14951,Bob
South,Laptop,4309,14952,Bob
North,Laptop,9502,14953,Bob
South,Tablet,1811,14954,Bob
East,Tablet,2394,14955,Alice
East,Phone,6738,14956,Alice
West,Headphones,4800,14957,Alice
North,Headphones,8288,14958,Emma
North,Tablet,7477,14959,Charlie
West,Tablet,6673,14960,Emma
West,Phone,6909,14961,Bob
North,Tablet,2570,14962,Charlie
South,Phone,3156,14963,Alice
South,Phone,4634,14964,Alice
West,Headphones,4768,14965,David
South,Phone,6510,14966,Bob
North,Headphones,3984,14967,Bob
East,Headphones,913,14968,David
East,Headphones,8341,14969,Emma
South,Tablet,9383,14970,David
West,Headphones,6648,14971,Bob
West,Phone,4809,14972,Alice
West,Tablet,6291,14973,David
West,Phone,1419,14974,Charlie
West,Tablet,1406,14975,Alice
South,Phone,3710,14976,Emma
East,Laptop,3219,14977,Alice
East,Laptop,5395,14978,Emma
South,Laptop,1292,14979,Alice
West,Phone,9267,14980,Bob
South,Tablet,6043,14981,Emma
East,Headphones,4225,14982,Emma
North,Headphones,8691,14983,David
South,Phone,5661,14984,Alice
West,Phone,1860,14985,Emma
East,Phone,2548,14986,Emma
East,Phone,6752,14987,Alice
East,Headphones,6598,14988,Alice
East,Tablet,3696,14989,Charlie
West,Headphones,9779,14990,David
North,Phone,705,14991,Emma
East,Laptop,3815,14992,Alice
South,Headphones,7233,14993,Emma
North,Laptop,9314,14994,Charlie
East,Laptop,2177,14995,Charlie
North,Phone,3512,14996,Emma
South,Headphones,8047,14997,David
East,Tablet,2371,14998,Bob
South,Headphones,8770,14999,Emma
West,Tablet,7058,15000,Charlie
East,Tablet,5234,15001,David
East,Phone,6289,15002,Alice
East,Tablet,7434,15003,David
East,Headphones,3728,15004,David
West,Headphones,2835,15005,Emma
East,Laptop,2225,15006,David
North,Tablet,6237,15007,Alice
East,Phone,9806,15008,Emma
West,Phone,6485,15009,Charlie
East,Headphones,7716,15010,Alice
North,Tablet,660,15011,Emma
West,Phone,1925,15012,Emma
West,Tablet,2233,15013,Bob
North,Tablet,3022,15014,Alice
North,Laptop,7666,15015,David
North,Phone,1101,15016,Alice
North,Laptop,5184,15017,Alice
North,Phone,2020,15018,Bob
West,Tablet,2890,15019,David
West,Phone,9597,15020,Bob
East,Headphones,1617,15021,Bob
East,Tablet,7800,15022,Bob
South,Phone,5221,15023,Alice
