Region,Category,Sales,CustomerID,EmployeeName
West,Electronics,5206,6247,Ethan
North,Food,3303,8594,Charlie
North,Electronics,9986,9850,Diana
North,Food,2782,7367,Bob
North,Furniture,8022,3929,Ethan
South,Furniture,8525,8641,Ethan
North,Electronics,2237,6896,Bob
West,Clothing,7247,4179,Alice
East,Clothing,2906,8365,Diana
South,Electronics,4950,1416,Diana
North,Clothing,2057,7993,Alice
East,Clothing,9785,4158,Alice
South,Electronics,1031,3374,Bob
East,Electronics,147,4725,Diana
North,Furniture,2370,7605,Charlie
North,Electronics,5867,2076,Diana
West,Furniture,8018,2279,Ethan
North,Furniture,4661,3643,Diana
North,Food,778,5330,Charlie
South,Clothing,1690,9029,Ethan
West,Electronics,2618,1601,Charlie
South,Clothing,7232,5804,Bob
East,Food,9120,6976,Ethan
North,Electronics,1666,5701,Alice
East,Electronics,6783,3209,Alice
South,Food,1667,4602,Charlie
North,Clothing,305,8431,Ethan
North,Furniture,1905,3013,Bob
South,Food,8771,5907,Ethan
South,Food,2220,2131,Diana
South,Electronics,9753,6171,Bob
South,Furniture,5910,2389,Bob
South,Food,6785,9143,Diana
North,Clothing,1537,3567,Diana
South,Food,2042,5492,Bob
North,Clothing,2927,3985,Ethan
North,Electronics,7480,3835,Diana
South,Food,9062,4905,Alice
South,Clothing,8358,6091,Alice
West,Electronics,9737,7960,Diana
North,Electronics,7736,5289,Ethan
South,Electronics,8655,2732,Diana
South,Food,4595,1472,Bob
South,Electronics,2997,8552,Alice
West,Electronics,359,7322,Ethan
West,Clothing,8029,6461,Bob
East,Electronics,1168,8366,Diana
North,Food,5093,2019,Ethan
East,Furniture,9602,7102,Alice
South,Electronics,7807,2374,Ethan
West,Food,7596,7618,Diana
West,Electronics,6558,7933,Charlie
East,Food,1542,7320,Alice
West,Electronics,9620,9812,Charlie
South,Clothing,7183,3477,Alice
West,Furniture,328,8139,Ethan
East,Furniture,4945,7288,Diana
South,Food,9501,1875,Bob
East,Food,2070,3653,Bob
West,Furniture,6361,6563,Diana
East,Clothing,8052,2671,Alice
East,Clothing,4327,9239,Diana
North,Electronics,1825,3804,Charlie
West,Clothing,9908,3861,Ethan
West,Furniture,6285,3876,Charlie
East,Furniture,2582,6509,Charlie
North,Clothing,5385,1412,Alice
West,Clothing,1550,3110,Diana
South,Furniture,6291,5829,Ethan
East,Furniture,5261,8725,Alice
West,Furniture,4380,9609,Diana
South,Furniture,6041,3387,Bob
West,Furniture,8132,7030,Bob
South,Clothing,1355,9057,Alice
East,Clothing,500,6356,Alice
West,Electronics,5739,1279,Charlie
West,Electronics,5452,3897,Ethan
North,Food,3564,2705,Ethan
East,Electronics,5166,9962,Diana
South,Clothing,6745,5823,Diana
West,Electronics,2514,5352,Diana
West,Electronics,1187,5476,Bob
South,Clothing,3974,6346,Charlie
East,Furniture,3260,8695,Alice
North,Clothing,6599,6320,Diana
North,Clothing,9684,1773,Diana
West,Food,9807,8965,Charlie
South,Food,2793,2516,Ethan
West,Food,3003,3732,Diana
South,Furniture,6151,7243,Ethan
North,Electronics,5476,9371,Ethan
East,Food,320,5214,Diana
South,Clothing,6516,8747,Ethan
North,Food,3112,3132,Diana
West,Clothing,7644,7894,Alice
South,Furniture,5466,1487,Charlie
East,Food,8149,1147,Diana
West,Clothing,5789,6547,Diana
West,Electronics,9562,7048,Diana
North,Furniture,4368,9410,Ethan
South,Clothing,5547,9918,Alice
West,Electronics,4318,4308,Alice
East,Electronics,735,6168,Bob
South,Clothing,2837,7121,Alice
East,Food,5450,5994,Bob
West,Electronics,2796,8618,Charlie
East,Furniture,9791,4413,Bob
North,Electronics,8792,1138,Bob
East,Food,1756,1950,Alice
South,Furniture,3458,6639,Bob
East,Furniture,6564,7180,Alice
East,Furniture,1996,4327,Diana
North,Clothing,2208,9109,Alice
East,Electronics,9453,3762,Diana
East,Food,225,3081,Bob
West,Clothing,3875,4249,Bob
West,Clothing,4387,2070,Bob
South,Furniture,2340,4543,Ethan
West,Clothing,688,8042,Charlie
West,Electronics,3194,7884,Alice
West,Clothing,9034,8603,Charlie
West,Clothing,6626,6058,Bob
North,Furniture,3327,2495,Alice
West,Furniture,9408,3072,Alice
North,Clothing,9117,7329,Bob
North,Furniture,1803,5309,Charlie
West,Food,6947,8221,Diana
East,Food,9445,9847,Charlie
North,Food,6317,6736,Charlie
East,Clothing,9426,9875,Diana
East,Electronics,8143,7662,Diana
West,Electronics,1605,2178,Diana
South,Furniture,7132,5156,Bob
West,Electronics,2344,3749,Ethan
South,Electronics,7180,5364,Bob
South,Clothing,3235,5306,Ethan
West,Furniture,6185,8184,Charlie
West,Electronics,7332,8056,Charlie
South,Food,8042,5350,Charlie
West,Furniture,8460,6647,Diana
South,Furniture,276,6117,Alice
East,Furniture,1268,9972,Alice
West,Food,686,9388,Diana
East,Electronics,154,6724,Diana
North,Food,6877,2781,Charlie
East,Furniture,8427,9311,Ethan
East,Furniture,7639,3613,Alice
South,Clothing,5242,9644,Bob
East,Clothing,8829,1989,Diana
West,Clothing,8027,2948,Bob
South,Clothing,2307,9313,Diana
North,Furniture,2665,3804,Alice
West,Food,1828,1303,Ethan
North,Clothing,5596,2802,Alice
East,Food,807,1269,Charlie
West,Clothing,1340,2391,Bob
West,Electronics,4459,2123,Charlie
North,Clothing,1675,7327,Bob
West,Food,3089,7220,Alice
West,Clothing,6243,7879,Diana
West,Electronics,9476,5273,Bob
East,Food,5079,9381,Charlie
North,Food,6322,2288,Bob
West,Food,5686,3994,Bob
South,Furniture,4260,3933,Ethan
South,Food,668,6072,Bob
South,Furniture,1542,6374,Bob
South,Electronics,1046,6836,Bob
East,Food,8343,8287,Ethan
West,Food,7069,7557,Diana
North,Food,7293,9842,Ethan
West,Electronics,4587,5994,Bob
East,Furniture,333,7837,Ethan
South,Clothing,4627,6808,Alice
East,Electronics,9421,6174,Alice
West,Electronics,4803,9021,Ethan
North,Electronics,2651,6950,Charlie
East,Furniture,4828,4956,Bob
North,Furniture,715,3632,Bob
East,Furniture,2024,8768,Bob
North,Furniture,7444,6271,Alice
North,Furniture,4028,2067,Diana
South,Food,2445,3813,Bob
North,Clothing,4989,6812,Alice
South,Clothing,2872,8360,Bob
West,Furniture,1018,9772,Ethan
West,Furniture,5295,5886,Diana
South,Food,7818,7441,Alice
South,Furniture,4955,1270,Charlie
East,Food,6343,9305,Alice
East,Food,373,6777,Alice
East,Electronics,2445,3254,Diana
West,Electronics,3173,2866,Diana
East,Furniture,9247,2086,Alice
North,Food,3857,3441,Diana
North,Furniture,6452,8307,Diana
East,Electronics,5790,7870,Ethan
North,Electronics,4892,7234,Alice
West,Electronics,6689,1768,Alice
North,Electronics,2988,5704,Alice
West,Electronics,2818,5710,Bob
South,Furniture,8888,8178,Bob
South,Furniture,4484,6424,Bob
South,Electronics,2339,1835,Bob
South,Furniture,4461,7346,Alice
North,Electronics,3944,2455,Ethan
East,Electronics,9127,1904,Alice
North,Electronics,6486,1782,Charlie
West,Furniture,4873,1616,Diana
North,Furniture,9283,6230,Alice
North,Food,4876,1761,Alice
West,Furniture,8992,6142,Ethan
South,Furniture,5015,5616,Charlie
South,Clothing,5659,4717,Ethan
South,Electronics,1733,2803,Charlie
East,Electronics,4781,9043,Ethan
West,Furniture,8369,8661,Bob
West,Furniture,3845,4470,Diana
North,Food,2846,9448,Diana
East,Clothing,3385,7368,Bob
South,Electronics,3350,9778,Charlie
East,Electronics,8097,4389,Charlie
West,Furniture,7296,3255,Alice
West,Furniture,2752,8924,Alice
North,Clothing,6671,6250,Diana
North,Electronics,5025,2039,Ethan
West,Clothing,1864,6279,Charlie
South,Electronics,5287,8641,Charlie
South,Furniture,5681,2370,Diana
East,Clothing,864,8016,Ethan
West,Food,6697,7319,Charlie
West,Furniture,4212,9459,Charlie
South,Food,7188,1418,Diana
South,Food,4347,2170,Diana
West,Food,8752,5752,Charlie
North,Electronics,8891,7910,Charlie
West,Food,7585,5607,Ethan
West,Electronics,5297,7028,Bob
South,Clothing,4734,1738,Charlie
South,Furniture,8587,1185,Diana
North,Electronics,6643,8411,Alice
North,Electronics,4633,8158,Bob
East,Clothing,1522,4298,Alice
West,Clothing,8956,5702,Bob
South,Furniture,7311,6182,Alice
North,Clothing,3543,8377,Diana
East,Electronics,8850,5331,Charlie
East,Furniture,2632,2809,Alice
South,Furniture,1207,8039,Diana
South,Furniture,4861,9557,Bob
East,Food,6160,5431,Diana
North,Food,205,8766,Diana
East,Electronics,3778,6534,Bob
West,Food,9998,1242,Alice
West,Clothing,8235,5532,Bob
South,Furniture,890,8905,Bob
North,Electronics,9103,8723,Ethan
North,Clothing,5045,3608,Bob
West,Furniture,8461,9271,Alice
East,Clothing,7023,4699,Ethan
South,Food,4545,3648,Diana
East,Clothing,6709,2444,Bob
East,Food,6204,7831,Ethan
East,Clothing,2032,6458,Charlie
North,Electronics,1851,6758,Diana
West,Food,5300,5981,Charlie
North,Food,8740,9954,Ethan
West,Furniture,2779,3673,Bob
South,Food,9416,6732,Alice
South,Furniture,1492,6818,Diana
East,Food,1918,9806,Ethan
West,Food,1783,1142,Bob
West,Food,9580,8351,Ethan
West,Food,2349,1590,Alice
East,Furniture,9433,2595,Diana
East,Electronics,1148,9466,Ethan
South,Clothing,5790,1668,Bob
North,Food,6151,7845,Bob
West,Food,7314,2784,Ethan
West,Electronics,7684,7880,Alice
North,Furniture,4729,1893,Bob
West,Clothing,4302,7994,Alice
East,Electronics,9213,1291,Bob
East,Electronics,9001,8727,Charlie
West,Electronics,5188,3502,Alice
East,Electronics,546,5449,Alice
East,Food,2609,5793,Diana
West,Clothing,7649,8643,Ethan
South,Food,1172,1294,Ethan
North,Electronics,3228,5717,Alice
East,Clothing,7275,5437,Diana
South,Electronics,6939,3472,Charlie
East,Furniture,4218,4889,Diana
East,Electronics,9359,5839,Bob
North,Electronics,7845,3484,Ethan
East,Furniture,5990,2470,Diana
North,Food,8728,5924,Ethan
North,Clothing,5104,9648,Diana
North,Electronics,1192,3851,Bob
South,Electronics,693,9588,Alice
West,Furniture,376,6549,Alice
South,Clothing,4687,4446,Bob
West,Furniture,8374,8776,Alice
West,Electronics,3483,3649,Diana
North,Food,7653,8680,Ethan
East,Food,567,4771,Bob
North,Clothing,5360,6633,Ethan
East,Electronics,1097,9483,Diana
West,Furniture,2479,6597,Bob
North,Electronics,5148,9783,Ethan
East,Furniture,9584,6768,Diana
South,Furniture,4195,9974,Diana
East,Clothing,9659,6286,Alice
North,Furniture,7921,5150,Diana
South,Clothing,7125,5686,Charlie
East,Food,193,1259,Ethan
East,Clothing,9214,7888,Diana
East,Clothing,7393,4567,Bob
East,Clothing,2009,1991,Diana
East,Food,7154,2045,Bob
South,Clothing,1979,9384,Alice
West,Furniture,1258,5610,Alice
South,Furniture,5321,4551,Diana
South,Clothing,457,3016,Charlie
South,Furniture,8433,5619,Alice
West,Clothing,2318,2659,Charlie
North,Food,7632,1007,Alice
West,Furniture,8006,5995,Ethan
South,Clothing,9370,5800,Ethan
East,Electronics,8793,3949,Charlie
East,Food,6174,1957,Bob
South,Electronics,8025,3343,Bob
East,Clothing,985,9738,Bob
South,Furniture,3039,2918,Ethan
East,Clothing,8894,3865,Diana
West,Furniture,5918,4495,Diana
North,Clothing,1824,8946,Charlie
North,Clothing,6029,3369,Alice
West,Furniture,271,2041,Diana
West,Furniture,4776,7725,Ethan
South,Clothing,1401,5129,Charlie
South,Electronics,183,1276,Alice
South,Food,6331,7203,Diana
East,Electronics,9463,8641,Bob
South,Electronics,9235,7783,Charlie
West,Electronics,4928,4599,Diana
North,Electronics,6779,6838,Alice
East,Furniture,1886,6910,Diana
South,Electronics,4409,3452,Diana
East,Food,9098,3063,Diana
East,Furniture,8602,7154,Alice
South,Electronics,1860,1399,Ethan
East,Furniture,5591,2994,Diana
North,Electronics,2330,5416,Ethan
West,Electronics,6441,8283,Charlie
West,Food,2082,7019,Bob
North,Furniture,9648,4363,Alice
East,Furniture,6653,2623,Alice
South,Clothing,6964,2165,Bob
East,Electronics,456,1479,Alice
North,Electronics,5051,3507,Alice
East,Food,9490,2118,Charlie
West,Food,5160,7366,Bob
East,Furniture,4834,5131,Ethan
North,Food,2411,8842,Bob
West,Furniture,5710,1975,Charlie
East,Electronics,8818,7656,Diana
East,Electronics,3344,5590,Diana
West,Furniture,6984,8399,Charlie
South,Food,464,2354,Charlie
West,Food,7662,5170,Charlie
South,Furniture,3431,4972,Charlie
North,Electronics,212,1124,Ethan
North,Furniture,4674,4147,Bob
West,Food,9139,9621,Diana
West,Furniture,2629,1204,Bob
North,Electronics,9961,5290,Charlie
South,Clothing,6671,8585,Bob
North,Furniture,7784,1275,Ethan
West,Clothing,8251,2702,Charlie
North,Furniture,8872,4635,Alice
West,Food,8667,4633,Ethan
West,Food,3077,1040,Bob
North,Clothing,2713,7960,Bob
South,Furniture,9163,1070,Alice
East,Food,584,1302,Alice
North,Clothing,6980,8992,Charlie
East,Clothing,3860,1557,Diana
North,Furniture,5732,3088,Ethan
East,Food,1810,5300,Diana
South,Clothing,1260,4752,Bob
South,Electronics,6517,4924,Alice
North,Electronics,9673,6378,Alice
West,Food,330,1029,Alice
East,Food,6474,5198,Ethan
West,Electronics,3286,2877,Charlie
West,Clothing,6953,7659,Bob
West,Furniture,2662,3503,Alice
South,Clothing,2131,9594,Bob
North,Food,211,3644,Alice
North,Food,3317,2037,Bob
South,Furniture,6007,5306,Diana
South,Clothing,9664,5474,Ethan
North,Furniture,9523,7139,Bob
West,Clothing,8295,9583,Ethan
East,Clothing,6352,8206,Diana
East,Electronics,3249,3793,Bob
East,Clothing,1820,5948,Ethan
West,Food,4934,3286,Alice
North,Food,2196,6016,Alice
South,Food,9424,3542,Bob
North,Electronics,621,8055,Ethan
West,Furniture,2523,2712,Charlie
South,Food,5342,5680,Charlie
West,Food,6831,3021,Diana
East,Furniture,734,7447,Alice
East,Electronics,8940,8740,Diana
West,Clothing,9464,2397,Charlie
South,Furniture,7785,6675,Charlie
South,Clothing,466,3839,Ethan
North,Clothing,6389,8200,Bob
East,Clothing,3883,6769,Alice
North,Furniture,6126,5853,Diana
North,Furniture,4088,3974,Alice
West,Clothing,4407,8427,Charlie
West,Electronics,5477,7819,Alice
North,Electronics,8916,1521,Charlie
East,Electronics,1903,1724,Alice
West,Food,1334,3725,Ethan
North,Clothing,9398,4045,Charlie
North,Food,7350,5269,Bob
North,Electronics,861,2842,Ethan
North,Furniture,8640,7331,Alice
North,Electronics,6431,1132,Alice
North,Food,7685,8170,Ethan
West,Food,7070,1881,Bob
East,Electronics,995,6639,Diana
North,Clothing,7551,4179,Diana
South,Furniture,430,5044,Bob
West,Furniture,3651,3421,Diana
West,Electronics,1022,7405,Alice
North,Clothing,1618,2097,Diana
West,Clothing,5528,2332,Ethan
North,Electronics,3550,6957,Ethan
East,Furniture,5213,1894,Diana
East,Furniture,3438,6019,Diana
West,Furniture,8296,5148,Charlie
West,Clothing,8197,8740,Diana
South,Electronics,6561,2959,Bob
West,Clothing,8338,7851,Alice
South,Furniture,9341,4543,Bob
East,Clothing,5434,4060,Diana
East,Furniture,8590,9922,Diana
North,Electronics,8352,1684,Diana
East,Furniture,7241,5942,Diana
South,Food,3587,8162,Alice
West,Food,5858,7678,Bob
North,Electronics,1924,1608,Alice
South,Clothing,855,9468,Charlie
West,Clothing,8867,2165,Diana
North,Clothing,7210,6900,Bob
East,Furniture,2324,9427,Ethan
South,Food,9842,8563,Alice
West,Electronics,6519,2813,Alice
North,Clothing,633,9622,Diana
North,Clothing,2091,4164,Ethan
East,Electronics,963,4193,Alice
West,Furniture,4607,7342,Ethan
East,Clothing,9346,3289,Alice
East,Furniture,3126,6922,Ethan
West,Furniture,6061,6212,Charlie
West,Furniture,1308,7223,Charlie
West,Clothing,1710,1327,Ethan
South,Clothing,4427,3994,Alice
West,Electronics,1197,6562,Alice
North,Electronics,352,5040,Charlie
East,Furniture,533,9211,Diana
South,Clothing,2056,7777,Ethan
West,Furniture,2888,4356,Ethan
South,Electronics,9514,1865,Ethan
West,Furniture,183,2371,Bob
South,Food,9003,1801,Charlie
East,Furniture,5876,1336,Alice
East,Clothing,3145,4587,Ethan
North,Furniture,8508,4123,Diana
North,Furniture,7728,7241,Alice
West,Clothing,5456,6917,Diana
East,Food,4115,3782,Diana
South,Clothing,2658,8466,Ethan
South,Electronics,2376,4423,Alice
South,Food,4493,8377,Bob
North,Food,2765,7989,Ethan
South,Clothing,604,7258,Charlie
North,Furniture,4846,3044,Bob
North,Electronics,3935,8973,Alice
West,Electronics,6683,7032,Diana
South,Food,9900,5274,Bob
South,Electronics,1040,9602,Charlie
East,Food,4357,6540,Diana
West,Food,6237,8193,Charlie
East,Electronics,4802,7861,Charlie
West,Food,5053,4671,Diana
South,Furniture,2012,1832,Ethan
North,Food,7339,8997,Alice
North,Furniture,6825,6545,Charlie
North,Furniture,501,1095,Alice
North,Furniture,3544,6950,Bob
North,Electronics,9852,9650,Diana
East,Furniture,9805,7457,Bob
West,Electronics,3447,5351,Charlie
South,Clothing,1449,4664,Alice
East,Furniture,3187,4394,Ethan
West,Food,6150,3916,Diana
North,Clothing,2330,2170,Diana
West,Clothing,5063,9554,Charlie
West,Furniture,1891,5980,Diana
North,Electronics,7460,3400,Ethan
North,Clothing,7281,3544,Alice
North,Furniture,4219,7886,Ethan
South,Clothing,7049,3670,Bob
North,Clothing,4450,9324,Alice
South,Furniture,4144,8361,Bob
North,Food,7574,4592,Bob
South,Food,9424,9360,Alice
West,Food,1441,9819,Diana
East,Clothing,2914,5691,Alice
West,Electronics,8045,7008,Alice
West,Electronics,8713,8488,Charlie
North,Clothing,8422,7031,Alice
South,Clothing,5644,8222,Charlie
East,Furniture,7412,3981,Alice
North,Electronics,4414,1554,Diana
North,Clothing,9900,5148,Ethan
North,Food,8488,7972,Ethan
West,Electronics,6838,6079,Alice
South,Clothing,6080,5933,Diana
South,Furniture,7026,1429,Alice
East,Furniture,4813,3440,Alice
South,Electronics,1735,8106,Ethan
South,Food,1494,9035,Alice
North,Electronics,9410,9470,Charlie
North,Clothing,2536,3846,Alice
West,Food,1935,9423,Diana
North,Clothing,8338,2314,Alice
North,Food,5377,4604,Diana
North,Food,8047,4827,Diana
North,Clothing,6665,7437,Charlie
West,Electronics,1151,9929,Charlie
North,Furniture,5396,4139,Alice
East,Food,8978,8752,Bob
East,Food,6962,3702,Bob
East,Furniture,9902,8774,Diana
East,Electronics,3009,7051,Alice
North,Furniture,857,8649,Ethan
East,Electronics,7535,5601,Diana
North,Food,8345,1805,Ethan
West,Food,6628,2360,Bob
East,Clothing,6766,5291,Charlie
South,Electronics,6466,6393,Ethan
East,Furniture,3738,8412,Diana
East,Electronics,8199,6159,Alice
North,Electronics,2433,9198,Bob
East,Electronics,1703,6579,Bob
South,Electronics,7067,2287,Ethan
North,Furniture,8735,6833,Ethan
North,Clothing,9844,8494,Bob
West,Food,7010,8515,Ethan
West,Furniture,4464,5264,Diana
East,Furniture,1007,1448,Bob
West,Food,3551,2589,Ethan
West,Clothing,9347,8388,Ethan
West,Furniture,2240,3421,Charlie
North,Food,694,9341,Ethan
North,Clothing,8047,7574,Ethan
North,Clothing,1639,4799,Bob
West,Electronics,8445,9733,Bob
North,Furniture,9909,5294,Diana
West,Clothing,7971,3690,Alice
North,Furniture,7139,6445,Ethan
North,Food,7133,6199,Charlie
South,Furniture,517,3822,Alice
East,Clothing,4448,1028,Charlie
West,Food,7011,1438,Charlie
South,Food,4507,5609,Bob
North,Electronics,7042,7525,Alice
West,Food,3963,1409,Charlie
North,Clothing,4630,9501,Diana
East,Electronics,4132,4954,Diana
South,Clothing,3525,6349,Charlie
East,Clothing,1105,9168,Alice
South,Electronics,4460,8598,Alice
North,Electronics,9323,4789,Ethan
East,Furniture,9309,7737,Diana
East,Clothing,6350,4969,Bob
North,Furniture,3079,4679,Ethan
East,Food,539,4161,Alice
West,Food,1937,3590,Ethan
South,Furniture,3309,6871,Charlie
South,Electronics,994,5926,Charlie
South,Food,750,3227,Diana
West,Electronics,7895,6167,Alice
South,Furniture,9383,7274,Charlie
North,Electronics,7761,4314,Charlie
East,Clothing,5085,1397,Diana
West,Food,2662,4925,Alice
South,Electronics,9714,2049,Bob
North,Electronics,6175,4362,Ethan
East,Clothing,4315,9707,Diana
East,Electronics,3883,1793,Diana
West,Furniture,154,7836,Diana
West,Furniture,9385,7896,Alice
West,Furniture,1617,4417,Diana
North,Food,8647,8901,Bob
North,Electronics,5687,4186,Charlie
West,Food,4969,7239,Bob
South,Food,5107,5237,Ethan
East,Electronics,5941,9372,Ethan
East,Electronics,9552,7074,Diana
North,Furniture,2365,6060,Bob
East,Food,9015,6584,Ethan
South,Food,6224,3693,Bob
East,Electronics,9585,9744,Charlie
North,Food,3489,8420,Charlie
North,Clothing,4459,4171,Diana
South,Electronics,9792,9494,Bob
South,Furniture,9357,2302,Alice
East,Clothing,7285,3545,Charlie
East,Clothing,1937,5276,Alice
North,Furniture,8723,7823,Alice
South,Clothing,1919,5459,Diana
South,Clothing,2477,7157,Bob
South,Clothing,4471,4395,Alice
East,Food,1545,3798,Charlie
South,Clothing,7180,6200,Diana
North,Clothing,4922,2445,Charlie
North,Electronics,2003,3444,Charlie
East,Furniture,2015,2793,Ethan
West,Food,5367,8533,Bob
East,Food,3221,1348,Alice
West,Furniture,8876,1716,Charlie
South,Food,4065,1816,Charlie
East,Food,2252,1906,Diana
North,Food,391,7449,Bob
South,Electronics,6475,9744,Ethan
North,Electronics,5320,5680,Bob
South,Food,6502,5126,Bob
East,Furniture,9607,5619,Ethan
West,Furniture,9360,2391,Ethan
South,Electronics,5702,3731,Charlie
West,Electronics,7879,1842,Bob
South,Clothing,3328,4107,Diana
North,Electronics,7147,7680,Charlie
North,Food,9209,3886,Ethan
South,Electronics,4108,6937,Alice
West,Clothing,7687,1839,Charlie
East,Clothing,7681,5472,Bob
East,Furniture,4756,1547,Ethan
North,Furniture,1102,2637,Charlie
East,Food,4652,2154,Charlie
North,Electronics,1639,5173,Alice
East,Clothing,8375,8706,Charlie
South,Clothing,2036,1483,Ethan
North,Furniture,3385,1420,Diana
North,Furniture,3562,2067,Bob
South,Electronics,2506,4143,Bob
North,Clothing,5592,8783,Bob
East,Furniture,1697,1691,Charlie
East,Electronics,8349,7634,Bob
North,Electronics,6927,4826,Bob
East,Electronics,6045,7899,Alice
West,Furniture,3021,1669,Ethan
North,Furniture,7083,9833,Charlie
South,Furniture,6329,5824,Ethan
West,Food,7122,8772,Diana
North,Food,9891,1388,Alice
South,Food,6910,9000,Diana
East,Furniture,7646,5841,Alice
South,Furniture,6566,2816,Diana
West,Food,4206,6130,Alice
East,Clothing,4039,8648,Charlie
North,Clothing,7845,3796,Bob
East,Clothing,8554,3066,Bob
North,Clothing,7291,4078,Bob
North,Food,5103,4964,Alice
South,Electronics,8745,1854,Bob
South,Electronics,9546,9195,Diana
South,Clothing,3771,2151,Charlie
West,Furniture,6523,1040,Charlie
West,Clothing,8271,7732,Diana
South,Clothing,298,4802,Ethan
West,Electronics,5997,7938,Diana
East,Furniture,3914,3733,Bob
East,Electronics,6075,6497,Alice
West,Furniture,7550,5909,Alice
West,Food,385,8646,Alice
East,Electronics,1251,9788,Charlie
North,Food,9522,9152,Alice
East,Food,357,2066,Bob
East,Clothing,875,9911,Charlie
West,Furniture,8802,2073,Charlie
East,Electronics,800,7374,Ethan
West,Clothing,4336,4348,Charlie
West,Electronics,1077,6616,Bob
South,Food,6136,2663,Bob
East,Electronics,4935,9221,Diana
North,Electronics,6350,4968,Charlie
South,Clothing,5861,6828,Charlie
West,Furniture,4066,8200,Bob
West,Electronics,1975,7392,Charlie
North,Food,312,5308,Alice
West,Food,5872,4160,Ethan
East,Clothing,4583,2169,Charlie
South,Food,7381,4979,Alice
West,Electronics,9124,9674,Diana
West,Furniture,7805,7591,Diana
North,Electronics,897,8885,Diana
East,Clothing,137,7401,Ethan
West,Food,9340,7473,Charlie
North,Electronics,7358,1291,Charlie
West,Electronics,9453,3321,Bob
North,Food,7476,3828,Alice
North,Furniture,4256,4020,Alice
East,Furniture,4453,3738,Ethan
West,Furniture,234,4172,Alice
East,Food,2483,4003,Diana
North,Electronics,3172,5489,Bob
South,Clothing,2873,9982,Bob
West,Electronics,8377,6251,Ethan
South,Food,6910,7269,Bob
West,Food,6815,7168,Alice
East,Electronics,5767,8104,Ethan
East,Food,9092,8236,Alice
East,Electronics,7668,1452,Alice
East,Electronics,6056,4118,Bob
East,Furniture,4102,3330,Bob
South,Food,5686,4708,Diana
East,Food,7118,9774,Diana
North,Furniture,2322,9508,Alice
North,Furniture,9157,7999,Ethan
South,Furniture,5820,9534,Charlie
West,Clothing,1182,1455,Charlie
North,Food,5792,5443,Charlie
West,Electronics,8697,4365,Bob
South,Electronics,2634,1863,Alice
West,Electronics,8574,2790,Ethan
West,Food,9028,9446,Bob
West,Clothing,4651,7236,Charlie
West,Food,321,6982,Bob
South,Food,3027,9762,Bob
North,Food,7869,3655,Ethan
East,Food,9842,3838,Ethan
West,Food,2055,3925,Charlie
North,Clothing,8144,3132,Ethan
North,Furniture,815,8020,Alice
South,Electronics,1164,1915,Diana
North,Food,7696,1379,Bob
South,Food,4975,4758,Alice
West,Food,8999,9396,Alice
West,Electronics,6493,2926,Ethan
East,Clothing,2854,7071,Bob
East,Electronics,5827,8795,Diana
East,Clothing,5949,4252,Diana
North,Furniture,2151,9628,Bob
West,Food,8740,4408,Diana
South,Clothing,8802,5670,Bob
East,Electronics,7784,3205,Alice
South,Clothing,7141,1195,Charlie
South,Clothing,8337,9177,Charlie
East,Furniture,6369,7798,Charlie
West,Food,9452,8637,Ethan
East,Food,9963,3723,Bob
South,Electronics,8093,6628,Diana
East,Electronics,1994,3911,Bob
South,Furniture,1266,8183,Bob
South,Clothing,1549,4913,Ethan
East,Clothing,2497,5842,Bob
North,Electronics,3606,4071,Ethan
East,Food,8569,3437,Charlie
North,Clothing,7361,3668,Bob
South,Furniture,4056,5217,Charlie
South,Electronics,6573,6331,Ethan
North,Clothing,1573,8146,Alice
South,Food,577,2947,Bob
North,Food,7417,9443,Diana
North,Furniture,7920,2255,Charlie
South,Furniture,8010,7789,Ethan
West,Electronics,609,1658,Diana
North,Electronics,9048,1244,Charlie
East,Food,6034,4119,Bob
East,Food,4226,2221,Ethan
South,Clothing,9692,6261,Charlie
West,Clothing,1161,6197,Ethan
South,Clothing,4746,2373,Ethan
West,Furniture,4871,2191,Bob
North,Furniture,455,9861,Diana
North,Clothing,3108,4146,Alice
North,Food,4462,7733,Ethan
North,Electronics,389,3460,Diana
East,Furniture,8040,1047,Bob
East,Furniture,9335,8405,Diana
South,Clothing,9807,1688,Bob
West,Electronics,112,4972,Ethan
North,Furniture,6892,9958,Ethan
North,Electronics,488,4204,Charlie
West,Furniture,2057,6646,Bob
West,Electronics,3777,4642,Diana
South,Electronics,3519,9281,Charlie
West,Furniture,6441,4956,Ethan
North,Electronics,3340,1620,Alice
North,Food,3855,4604,Charlie
North,Furniture,2304,9532,Diana
North,Furniture,1447,2544,Alice
North,Food,8242,9622,Alice
South,Electronics,9511,6551,Ethan
North,Food,6513,1317,Charlie
South,Furniture,8353,4156,Ethan
North,Food,597,1705,Diana
East,Electronics,7924,1617,Bob
East,Food,9029,3919,Bob
East,Furniture,6360,1655,Charlie
East,Electronics,1014,9866,Charlie
South,Furniture,5063,9880,Bob
South,Furniture,3749,5683,Alice
West,Clothing,2474,1534,Ethan
North,Furniture,5759,6353,Ethan
East,Furniture,6976,2899,Charlie
South,Electronics,7544,8264,Charlie
North,Electronics,6022,2199,Diana
North,Electronics,2633,4887,Ethan
South,Food,6775,1303,Bob
East,Food,1322,8856,Alice
West,Electronics,6954,8996,Ethan
